amount,time_delta,device_score,customer_age,transaction_freq,risk_country_id,card_score,is_fraud
5151.510992717728,269.33061164567897,0.3131513936179884,60,25,0,0.6943870313717491,0
1819.8504693238115,41.505632151417736,0.2763673788098673,19,16,2,0.1778669568879293,0
706.4491875300099,236.08651629699608,0.3345119828420704,32,36,2,0.6706802703087009,0
3329.7077323977073,94.35438530735615,0.6757837647539978,29,34,3,0.8067486608177985,1
5913.67615968532,87.942527651978,0.6919418575502583,65,39,4,0.22677033383289436,1
321.0879563457093,13.408886767406514,0.9110213959572266,69,24,0,0.7683414845095311,0
1883.955271722035,71.81513225043089,0.26887944867461955,58,18,3,0.40102808558594394,0
5063.801494625453,223.86876148119208,0.015427179568814009,47,34,3,0.2782161555401369,0
5879.188917957959,218.7357130351101,0.1170829769667997,57,7,4,0.3579380814403018,1
3593.700840130582,14.95874831026056,0.47163724112328365,19,35,1,0.2315155100104307,1
573.2782061109887,271.84229493088907,0.1342696992476159,60,20,2,0.1592691823843554,0
4723.598996840343,59.18088390368662,0.011306384822471482,51,9,1,0.5727948927863549,1
1536.9710344254988,156.03516763579535,0.5827198645993733,47,30,1,0.324896276159775,1
240.63337605333572,80.2112023860638,0.9955615093608545,71,32,0,0.9881034557135709,0
4046.173604624128,187.4494548737963,0.25445963317336395,55,7,1,0.9779665545259467,1
4671.6351681182205,144.10489642131532,0.026613485211954724,47,27,1,0.5493792231518839,0
4946.197723436199,75.17598476743717,0.29576263858601626,22,27,3,0.7556718816538972,0
3038.50096046165,96.26666354415299,0.6529167662994674,63,29,0,0.3494996619880335,0
5269.7760448114495,241.02211419302196,0.2585751500713198,23,11,0,0.5062069635883846,1
54.718950355652844,266.149074355734,0.35882291302701363,57,24,2,0.7815289849307985,0
1047.5991196709028,68.89637724130284,0.05147664677692387,19,32,0,0.9761652028363877,0
5751.801288527589,159.69321990575406,0.9308142479653054,79,39,0,0.9171343489706288,0
4781.877832409454,102.14845528298085,0.5062864800655373,79,39,1,0.7122500244573329,0
2527.3653568581985,113.64569017610327,0.08644791375898653,73,38,1,0.7085524060600635,0
2697.0700570059266,265.1044031098498,0.6667416274351279,62,7,2,0.7116633820298578,0
1650.5996109556716,42.97618891113171,0.9514382010254675,75,29,1,0.1871943405759432,1
2778.5090397324598,138.05896088755352,0.934305200173638,26,15,3,0.9372669098317975,1
4535.542739373416,53.17495570807667,0.10414704889239035,33,36,3,0.6296967834315467,1
4812.26983184265,234.4293240680282,0.018092556029562723,78,20,4,0.9872686084648705,0
2058.4196377176627,82.81090211495045,0.6192358409651048,53,38,2,0.7313735353554286,0
5222.689092275238,213.48510191973756,0.9781640826542203,20,30,3,0.03738102814349731,0
1624.31004857187,242.6748597054026,0.9356557321353913,69,12,0,0.409401372093362,0
2195.8815611758187,140.9866505541406,0.28841221559739827,77,13,0,0.45861764835410235,1
1049.089272685385,64.95653256909723,0.17473564961459342,45,20,4,0.6763650549306098,0
3888.424313692262,36.83870825639023,0.9801880904645945,33,37,3,0.09532202121254874,0
3243.274883713266,163.17490413963054,0.031505435320448916,52,23,2,0.9003639145342538,0
3998.9767012323878,183.43668770506235,0.12253877639027533,78,9,1,0.2624137551685132,0
1168.451536615496,42.23732551590938,0.09856932626864878,24,38,3,0.8422232924429177,0
5184.323475867659,125.82219340032763,0.06132209551366952,42,7,1,0.3074385734866689,1
2077.5341400885395,267.6899737416575,0.8861698084519098,61,32,2,0.5541901234835119,1
1180.646067420265,202.12463794569695,0.09426543124847075,20,32,1,0.5607444596569354,0
46.4193655361494,205.59282718849374,0.3777171240651248,18,4,3,0.09410592893123115,0
1537.4833613574283,222.69734181423254,0.9247714307357148,42,7,2,0.2783785211340777,0
746.0813204093122,112.37314425173679,0.9353590282640731,18,33,2,0.2686632397320762,1
2702.1634991168125,43.02802012483171,0.6468911481283663,37,21,0,0.5355834944508798,0
2977.6219396895735,289.9822712271201,0.2475873102292182,61,26,3,0.9304119024932481,0
4244.015564240828,4.189958757370027,0.7931712641830633,34,39,2,0.899090054054528,1
4601.939564836794,194.85825485079593,0.7416484529380587,78,13,0,0.5249039093995158,0
4598.168591182921,63.49156938738392,0.22086361177455804,75,30,4,0.41127009432671535,0
5167.628988731811,140.116375405328,0.2911347505683224,54,37,3,0.8307953677249675,1
30.44211221705663,74.53693698307805,0.2659407131064444,59,39,0,0.7648500280454827,0
2280.94694683108,206.8314261179914,0.3440671546363552,24,10,3,0.21052886712963326,0
5222.920774076223,94.11902361426957,0.2116305006066903,18,15,4,0.43857401402836005,1
4234.554683063288,258.222904374073,0.4375701085384003,62,23,0,0.4459017705480939,0
973.4379787898357,123.58332850705852,0.7781543553378796,24,2,3,0.6329253763250674,0
2289.5795011525634,67.1975672824828,0.4772943920700562,63,5,2,0.5860088668567734,1
4169.793982024789,267.8114505924632,0.4197785257898833,75,24,2,0.9225924820072987,1
3529.78373673661,84.57009383242271,0.1039330014655282,66,38,4,0.004867715783291482,0
2471.4667754572106,208.91958293993483,0.2556876211533534,25,15,4,0.48555615510346517,0
5308.190465997081,165.22223060687432,0.021959881722621977,28,11,3,0.7906251940871006,1
1232.503691333724,19.73944256589735,0.4918313574315153,40,16,4,0.4292430147683485,1
3633.902893729542,223.39893512720403,0.6784441874726378,25,27,0,0.4482214672469855,1
3448.815992456819,68.10325897732324,0.46304150760726837,44,17,0,0.4787248832015131,0
3667.992977428941,257.02940905961344,0.5135085342355314,25,32,3,0.14849461791508034,0
1855.6610510673877,222.24447047476542,0.8920846731445292,67,13,4,0.9537474966015875,0
976.125092777056,155.96897050394224,0.21546081972522402,70,21,2,0.21630991938798483,0
2520.7691078462376,10.023102742190805,0.593273316110031,37,13,2,0.6370706017657125,0
5669.834758396565,251.69157475466147,0.1768775671489078,21,10,3,0.2920321289814165,1
3026.752447610667,186.38397956180302,0.8891781111357184,19,12,3,0.15889906203891557,1
636.7199484312715,186.64620254410252,0.5508602669577389,74,11,0,0.8149240719169313,0
3014.3273283089566,234.2771902042751,0.7663671975054417,65,24,4,0.8119487504647807,1
1224.2095683258246,47.236744569442635,0.5835517675557338,53,31,2,0.33654166811237995,0
5518.475293923201,121.81145812966055,0.29782998842191766,29,34,0,0.3906030822600075,1
3197.159432779589,258.6963506236135,0.4538364907904038,19,29,1,0.3984254014928482,0
1526.149790253616,36.52282418626369,0.014242770164471619,31,32,3,0.138026507605308,0
4432.839009227663,17.272349743391057,0.5799448952661405,30,23,3,0.9920244641694265,1
547.7938658055363,192.38807227481848,0.6737684191570585,41,6,4,0.1034168035729165,0
2703.523909937533,99.06985888959615,0.01133207788765922,40,9,3,0.47692145261567775,1
17.501926092460728,165.36762711499517,0.3127429899049282,48,39,4,0.3091290257294298,0
3343.928835237573,232.24952231908028,0.30583897104588154,44,9,0,0.3770539001465918,0
2922.878987722541,8.220520227561323,0.1772929087572298,65,19,3,0.9860644686088539,0
4536.307573838212,15.738943739124833,0.8271347656116691,43,32,1,0.9044154176285512,1
1403.86969618254,234.66964186786376,0.377269821404258,38,3,1,0.8501103361468446,0
298.56884742626573,179.2285961891514,0.6359100978511915,47,16,3,0.49889759873589135,0
1080.2208022674304,12.960264972581081,0.3016414848423131,54,17,1,0.8521593585373627,0
3200.558354797442,264.0215480640597,0.8524285758572949,61,23,0,0.1376046433054171,0
3902.0640816179907,275.1266728114214,0.3911862661792662,22,36,0,0.8317401396793724,0
3420.0646090723967,66.36876075046949,0.9395164752873749,74,29,4,0.6670385245593209,1
2283.121125525325,14.826581129264849,0.17002709046977615,59,6,1,0.47474453133607486,0
4882.498279232235,92.76210394744797,0.13777936719950368,76,39,2,0.1536900325030559,1
1686.9066617670173,137.5945180631427,0.4297547572829591,43,32,0,0.008538584429650498,0
3685.1782215983626,189.45578313110738,0.5463747612002141,76,19,1,0.8644467103198598,1
2220.0735844733927,298.14677659258865,0.9455178751540287,64,28,1,0.8855390943099811,1
280.53787398784476,139.82017339786438,0.4189110665694604,56,18,2,0.5065333716559284,1
2904.1135963894685,155.2144878663197,0.8123670547108939,63,12,3,0.6495573223526301,0
403.5436001257322,210.15253910250794,0.8258360264262247,58,17,0,0.33124552789319517,0
2524.722265460152,127.28554382656881,0.9516484141027134,21,36,0,0.8647830043309691,0
2997.0421669258862,165.79939776489223,0.6198955365981772,48,7,0,0.4424512038059001,0
3853.1443959652756,261.90931435402894,0.5440800451350272,46,32,2,0.3933616944791748,1
1591.6377614145492,278.9916139185742,0.13666023463917398,73,11,1,0.39489922591166116,0
2383.91613328236,227.933451842113,0.2349386650957862,32,25,0,0.2575234370840508,0
3670.122148366315,72.36736180433213,0.16973265785321823,46,21,1,0.035505760083058946,1
1276.8054329168654,287.29931303176556,0.7912073686617274,59,5,0,0.8706583232252214,1
440.1941755741372,144.90164105335703,0.14551290092028646,72,5,2,0.33107041889657374,1
583.5932415480671,57.30159898697325,0.8268395310065486,31,35,1,0.8501169796326055,0
4059.258151046322,163.1618191485356,0.6266326549568979,78,37,2,0.9671017937373542,1
3206.2442046611136,122.51674729354731,0.8277341214349698,54,10,3,0.6522031685139612,1
3911.1777168620947,276.4139283123515,0.2587055732861585,77,11,1,0.5731740709444801,0
2514.369542157675,16.79134308250073,0.6937115643467224,71,31,1,0.4583236492117524,1
582.0048456638174,282.2262985983581,0.5595781378138666,72,3,3,0.657630423113889,0
810.2612662469194,59.268402574266176,0.2898324683726914,67,36,0,0.058186274542587624,0
2265.449814160614,267.26772846128296,0.21312641669901733,65,33,1,0.3973130757674994,1
4721.202771453431,235.53279508548684,0.8873279871841112,70,8,4,0.007450256812313705,1
5467.860788968089,249.83608825346215,0.9643888099592294,58,25,2,0.7286577308428206,1
1812.0441539162198,8.042229912067944,0.8709783687130449,28,16,2,0.6021043695529056,1
3375.9513559013585,213.53441600592282,0.1959668158685398,41,28,2,0.48709046987496074,0
2263.4125517101647,156.91788346492046,0.10436692615056065,50,12,1,0.19004541918178341,0
1600.6034704156853,73.14798150680232,0.6137141055080092,25,7,4,0.5213453955031447,1
3036.832576129641,153.28556259015474,0.8502684172858268,37,37,4,0.0965064514432209,0
2233.7254991387435,173.4285460296508,0.48342787573187374,22,23,4,0.7817099480753713,0
4057.4869033638815,29.25952781222836,0.09237294462620027,31,24,2,0.14602726346889405,0
3486.6937646397796,85.03423766080603,0.28034693396383836,43,38,1,0.5758545064595153,0
282.9865014052178,43.600768287457385,0.5377408403754947,44,29,3,0.859005023501002,0
2007.2696197054659,202.93216187460968,0.9159599351102585,47,38,2,0.3240123251497511,0
1801.8640386601353,106.27247490718864,0.65998180261153,69,35,0,0.2280166473975762,0
4488.960966495102,120.01452431176394,0.16937315583360402,59,28,1,0.8375459452649144,0
2888.0026295119433,203.02592207819316,0.399975296713885,43,35,3,0.5663102344860166,0
467.02137513999435,123.4036526784442,0.13367877078745116,56,26,4,0.19611444414977963,1
4049.4683141578053,17.891774501787904,0.6840283947875201,56,35,4,0.7249441775183177,1
3817.0869996471406,227.8764504336386,0.43185563069136745,35,1,2,0.8216194820195208,0
4480.901068278129,299.32727356107193,0.6359000200741309,59,14,3,0.31080791263788077,1
3455.345112170799,57.40121495654061,0.7772224457419695,46,6,1,0.9832417964303731,0
2006.49563368641,205.13428838434677,0.07275937666831156,63,12,0,0.7865742749619153,0
2274.4690645819223,258.3326730544188,0.8669593819468163,71,16,3,0.8362249657298891,1
3041.3002846341747,126.9204322095363,0.45570071724862204,56,5,3,0.5960443987723141,0
5324.503633669581,54.47134620491407,0.2689491520707106,28,9,2,0.6408117372329846,0
2125.7460019344453,36.05556928527594,0.9117397474545821,60,14,3,0.2644973273193021,0
1035.7921160953122,233.0550317581652,0.3496976503740361,26,14,4,0.3379072235735383,0
1933.136462718405,92.16388242315703,0.08109534982654887,52,24,0,0.33939259044972725,0
3940.3198947785795,162.49582571457614,0.21771336886169212,62,22,0,0.5128453506782332,1
3784.2074196367876,142.94517180727482,0.9358180725004459,22,5,0,0.054399234693895404,0
1772.039545757928,57.593718619968406,0.5173315444988236,20,38,1,0.6717533029576032,0
450.02091330782446,32.55952807764252,0.9582660642478895,67,37,0,0.7048571884409468,0
5284.511648721413,87.05373304951088,0.13500589094508453,61,5,0,0.04240822992398874,0
3903.1263469096684,217.8544348654647,0.11734868171042023,67,22,0,0.31657867206575174,0
5165.371766793073,78.67528291390256,0.4517772110748718,47,1,3,0.012108338021376341,1
842.3474756226299,81.71700770363057,0.005578046516660606,72,37,3,0.5123711366109375,1
1934.1922663256084,11.10231275744683,0.8056404885105551,66,35,2,0.3977958591869527,0
2721.9040207770477,33.910337926271694,0.1307844766181484,24,31,2,0.5894157145760649,0
178.27475436511924,150.31375311200517,0.015947484742367624,61,38,3,0.9524321229471869,0
4773.533494176561,106.06737351358166,0.19665561234124374,44,5,0,0.011504329547498249,0
3656.374267290245,215.76027054021293,0.0728292564134444,58,31,2,0.5586878049914413,1
447.0698797140144,257.0344705537576,0.0368932824909356,38,2,4,0.7285656105006688,0
4605.3679646183855,81.83809314993213,0.14185682179362458,19,17,3,0.9815348296884875,0
1766.2732295861074,45.080311002036886,0.6680685656040682,36,22,0,0.9809982761623466,1
4591.924632488623,41.16300455495543,0.4343787704426849,29,14,0,0.9726359591152115,0
2177.5190515379336,45.93346370649066,0.08964698972312202,39,15,0,0.30048777011990835,0
3103.644804471265,170.61512010767896,0.526670083391357,53,15,4,0.6997528864998173,0
5956.874025594723,77.27238458186265,0.40627929861118084,79,21,0,0.9753133961428458,1
3004.7657710592075,291.8111285126955,0.12499775550120817,36,32,2,0.9254692625931427,1
1801.928023774927,226.54818178916238,0.094543547015278,68,13,4,0.6164205746904351,0
1847.4912184505386,220.46616364505422,0.24320432777054302,28,36,2,0.6236637620987564,0
2411.011634408415,66.88838340240028,0.5345495528029008,46,29,3,0.4255114351239131,0
4390.214977992841,109.72170068138077,0.1605322366279941,37,6,4,0.8209347681003857,1
3564.99211755659,299.97506637634297,0.13613049532658839,71,39,2,0.7549305632175582,0
3202.1407051501164,39.971584842265386,0.4901592114227685,67,34,2,0.8089574106874786,0
257.1071733417492,196.36498045512963,0.44682564417566206,64,38,2,0.31351619966741917,0
2263.0375078925363,6.06840907913635,0.41078943088033604,63,13,4,0.20560008954188724,1
2308.003523873787,222.50532747248883,0.7794716621366256,35,7,2,0.2129988391812041,0
971.8439491421083,114.32943977335492,0.9757709051731905,23,5,4,0.6249709755530258,0
4201.728037891147,194.30947560887532,0.5100398935987234,56,38,0,0.4522452348707692,0
1584.8068938286708,220.39827147734658,0.622611696577582,65,25,3,0.21706483574145308,0
1929.036824094349,241.01167608261017,0.8239281923086544,39,31,3,0.4707518623759186,0
4825.008742632555,152.0233595307392,0.8919716800458063,38,20,1,0.8836302691081134,1
4878.42518755912,294.35897289191394,0.9980436041130984,56,12,2,0.4798425752741171,0
3721.204856759191,10.952942779639663,0.13239654566496362,52,28,4,0.07507794991284655,1
2175.2008353503174,289.2030099933887,0.8126794958706366,18,28,4,0.06894553803658421,0
5658.178138968923,229.8308394761213,0.32841369675839527,59,9,3,0.6215108280840036,1
92.53180896267763,238.11947612262657,0.18725972944490532,23,36,3,0.6552882975894896,1
1138.772192174826,125.09893475801465,0.24117458379339785,66,16,4,0.004482393364094728,0
3942.4390922912203,127.90410079728358,0.7732434237704215,26,32,3,0.6474928289890179,1
911.6563629726728,278.8872048531236,0.2581652190988968,65,2,0,0.26266822971238324,0
5074.688403733089,175.18582345725804,0.32869962739865366,70,39,4,0.8442407795803171,0
863.9452541840831,3.931680605049759,0.6175022237944936,63,4,2,0.865762488083294,1
3059.756475127831,130.58011632552365,0.8175516835829538,34,21,3,0.1810510301874645,0
5113.282505082907,186.65369046845385,0.23321335436637436,37,36,4,0.7175480412874057,0
2524.0835231239234,263.6737754171518,0.5401933411200376,54,6,1,0.32843391352578566,0
2589.7183165499628,77.72812405909725,0.8803308242019451,44,11,3,0.7918323760543715,0
3984.981020542609,127.22994525333631,0.6929658625791516,22,31,4,0.81840100993392,1
2939.2727726543985,225.79848326046994,0.464554509949923,50,12,4,0.7909285078567507,0
5728.332719514256,28.045772832888193,0.6397106694035084,29,9,4,0.37262034941364475,0
4879.745618215882,83.75475227656874,0.13796870570394337,21,32,0,0.6096973286572286,1
1079.1904283354638,163.3704111639162,0.7101608221985249,46,11,0,0.3892814765781992,0
2251.10482892084,137.35155443589755,0.8883765203674403,18,15,2,0.2311757645256135,0
5250.426260558867,225.24918338129453,0.8480777135076356,53,15,2,0.13579152731718314,1
4360.774450036294,256.6851766434988,0.5828278022031625,44,11,2,0.9554315860157114,0
566.9736445988708,117.94378732729042,0.49793426285371245,43,7,1,0.38224765606104405,0
1610.4465413124933,250.3710435335791,0.946814323055562,44,11,2,0.7652138035678141,0
3016.9468849960936,294.2500772495692,0.23755449594722355,53,29,3,0.2914202862023164,0
2769.344241101601,4.29112177563864,0.7829185901381915,54,11,3,0.7687392335452128,0
177.12083160076648,40.52887369419275,0.36162211219227147,20,31,4,0.2863120556789941,0
539.9411035021344,10.492710122197701,0.635754924007503,71,24,2,0.4351078370690995,0
4248.346751345294,152.29299820328862,0.7560110204111287,72,10,1,0.7479873384136694,0
2861.5325926754317,176.36023777348845,0.7834970700631927,73,18,4,0.22730216937013825,1
3627.133982036319,64.5697102527781,0.8214053310621602,40,5,1,0.8337693208045451,0
3435.8806463688184,76.07867646618833,0.9101382928114411,23,26,1,0.8621380031982964,1
4347.680168635506,192.06332377695554,0.4657536417737338,48,24,4,0.44133382828806544,0
5178.60651874197,53.68965513184265,0.2875285625416989,58,11,0,0.3762045201643466,0
3601.901021861108,111.14164122949093,0.7928681478022147,45,14,1,0.519691466495144,0
2642.84604379469,47.017188113437356,0.6609566228858271,66,6,1,0.9535835079685292,1
5812.655743543328,90.74995191242277,0.6674837275003862,61,15,1,0.9480928754718116,1
5572.129453067474,184.00901322141755,0.5180123939445206,26,17,3,0.12536878725614664,1
261.20534433379424,64.10351651571838,0.922200829280157,69,2,1,0.9368674672238655,0
3102.3748044654876,19.862341298378915,0.0272253895845731,20,6,0,0.14945036888865293,0
4331.809830217786,151.7419208782996,0.7912946146329439,71,38,0,0.3885272047188879,0
825.6484461292898,129.0517352808839,0.2248725904080746,19,16,0,0.3835891257871452,0
392.2569155747323,137.66185842677717,0.4660918075067443,18,21,4,0.5662933342316365,0
3637.6465526678185,284.471827083755,0.3851651995888651,71,22,3,0.8914392487468521,1
5254.814777394805,200.7544794942637,0.9074639479124099,70,38,0,0.5150043839055969,1
2736.991498354312,290.49087114232805,0.07054928162116358,77,6,3,0.610737248714204,0
1910.876238387935,171.23063305459647,0.0034222692819586564,30,14,0,0.7496807479518816,0
1265.188405993323,29.399029077828033,0.1518312203344836,62,18,2,0.4955311140784666,0
1990.8938503570155,104.47238753759727,0.006788241797690664,71,4,1,0.4057709738248657,0
3706.6871713040505,38.120534677582974,0.09162090189495964,52,32,0,0.6608398198420399,0
639.0283469181031,50.69235099233212,0.46361744924410364,51,34,2,0.7798213936358231,0
4968.312450251139,126.99326946160295,0.14402854706286972,58,11,0,0.91838617962456,1
3623.9001537861864,145.5422974186696,0.9825005840780892,23,12,1,0.6648919202853066,0
5492.4922258936485,150.86711404279256,0.5453845814223053,24,13,1,0.961177963762587,1
1825.7010446672336,4.80509174513053,0.30382386537652095,48,21,1,0.011307181265961308,1
3195.5906491459737,87.86217506516509,0.5500931482137372,41,27,2,0.037429041462754165,0
703.8193637271113,48.52606027843414,0.7147453117566547,63,19,4,0.08810921181267972,0
1140.375286485948,236.80841498342508,0.004082175224554563,42,10,2,0.7115044825052033,0
2193.596936213649,83.11963297698706,0.4587247283853614,72,8,2,0.1479806542801052,0
2099.108485250664,117.74934388277374,0.178735257162138,32,18,2,0.16926795130809935,0
1373.1950582432087,48.796580562934885,0.48071833327893376,61,8,0,0.5886787087800673,1
5619.172462677957,48.766669997759,0.4976364690340265,28,23,4,0.529784531615487,0
4753.485121551862,55.73179394418053,0.6418625808178691,65,19,3,0.576709102334215,1
1205.1131764202744,2.2867843764489804,0.2676974110682001,69,20,2,0.8861219153121299,0
667.9838292260878,122.94810976446405,0.7306155486980309,79,17,3,0.6905218665615154,1
2884.777794980557,102.02707309046907,0.42757216965509437,34,29,2,0.25055907716311776,0
1517.6066523083202,3.780538442315451,0.42007075315540476,78,16,0,0.4731284650628558,0
3808.6446796200007,245.91379329637095,0.16653596702289342,60,3,0,0.006209269918845961,0
1265.3073795927298,297.88570115188134,0.7218940625127358,45,10,4,0.42348349619885783,1
1984.5751246959246,277.8179541532918,0.5063887813587991,38,38,1,0.5392397443602446,0
5702.349012493793,201.62639964386668,0.6907841757389944,30,17,0,0.6635413274687373,0
4080.5785413000667,92.81499203598709,0.0955561082627715,27,36,2,0.6237047531680652,1
2872.7410307065647,127.13255488880144,0.7360408592033352,36,9,0,0.837527856880688,0
891.4118427186194,155.74055483232817,0.5945981138446369,47,22,3,0.856564653680698,0
3184.5810951095136,177.26505707984418,0.7916473366774948,57,1,4,0.30201065023527096,0
3507.7411213074874,178.1582967057309,0.7558619470840784,37,20,2,0.9791465393856909,1
4552.291830996525,9.99723505660649,0.4116150659723231,42,20,0,0.0689930268787966,1
210.9088466666609,148.18374450872724,0.6042986244673483,58,3,1,0.8515038925221939,0
4018.4970940288654,26.17166795717979,0.27905401951719055,40,30,1,0.932174869053269,1
221.88982210008484,0.355041239861853,0.985149256300088,72,22,1,0.753992204793443,0
866.1037174303406,80.61367060544674,0.3260764430310773,54,6,0,0.9220586788778053,0
3581.216678422371,286.404390627401,0.5397711002328607,33,38,3,0.925599778177338,1
4650.264303866634,53.535315737273294,0.987593399622704,51,16,3,0.9147350893394619,1
5503.910739922747,273.6198332528964,0.5821535613972385,18,21,4,0.5354619997230345,1
3925.7071914805247,8.82347482982877,0.9926097465546342,61,24,4,0.7684653318819827,0
491.966580298941,120.358649532875,0.48472221462574716,62,1,0,0.9982195344709645,0
4260.6237933696,210.03558965601962,0.276974664373673,74,21,1,0.749569502844255,1
1797.7712375113235,212.96272658631383,0.6489218363455684,65,30,0,0.3741960887703196,0
5459.738360682548,139.90889316357752,0.41329006031970683,34,38,2,0.29819684381641154,1
624.3506849293733,86.24092288158025,0.5292635682775448,39,20,1,0.6281724069808595,0
606.9870819704107,260.93326442911695,0.6762457325123888,77,10,1,0.8509884843279973,0
1657.8653222804169,119.72929373421641,0.5728584610771825,46,30,2,0.9749327514779578,0
4424.083933516715,271.2173563057902,0.03569344568613564,36,34,2,0.7300737834914651,0
793.391008711895,133.56274553910382,0.09111585848156756,26,35,4,0.3809316025041988,0
4619.66931995545,100.68004224732151,0.5566319659040659,32,1,3,0.053820364177621594,1
3385.3762934976185,235.65478511871956,0.22035917498086532,73,13,3,0.5509847714019037,1
2964.1337080492385,17.80552599255918,0.37655300488089793,55,19,0,0.7355347714351227,1
5037.955235748608,64.25267468004823,0.4537889315301985,27,11,2,0.49653324210051974,0
977.2514296937069,262.3865099692827,0.25562926412189013,19,30,1,0.3919433655209694,1
3810.4558322823887,79.28139155463695,0.46033367918364676,30,7,2,0.17670625543384688,0
5482.5965789263955,210.69550816585462,0.047064603673412364,46,38,4,0.2565410556998706,1
591.5713570199258,139.2702214761861,0.5272256710699036,48,22,0,0.24840212267318496,0
4077.506958933475,25.689600404587576,0.4474585723490708,19,28,2,0.8322099396559427,1
4991.368938140847,3.8429294834763095,0.41148736965395927,36,10,1,0.7385866475294355,1
2933.612886485485,41.48556889262394,0.13768329246447697,69,16,4,0.6228825268385729,1
17.616538428212372,258.0377818487397,0.8864906549232168,76,7,3,0.292457415321693,0
3236.3430601995633,182.86439398871576,0.13281090396802842,70,5,2,0.126598215292286,0
3541.3115924273834,131.7817140876895,0.5888664393952275,29,8,1,0.03205190540071956,0
5569.693199917859,62.33978702152054,0.2078566968872324,65,20,0,0.030939584909895124,0
2641.405675684934,232.52340857260882,0.43097824939571494,44,31,4,0.33871526722596823,0
1353.5983157318224,113.17145643237353,0.7929712745858695,18,4,2,0.13120265305415946,0
3733.2488986858025,56.95099661495132,0.30446035649882464,58,3,4,0.265837168526173,1
2588.2219290825756,124.5468878608788,0.15743760492509218,32,35,4,0.21786060797808426,0
1624.0880569121603,186.02523142824174,0.8572130070414099,19,28,2,0.05023717322134236,0
5476.97273116659,258.19231484980475,0.9142383744357054,26,5,2,0.09263484162725988,1
3536.7088027926548,204.25982704896882,0.6600282626623442,45,15,4,0.8678619092498826,0
2959.3320512508103,191.88320257318273,0.2840533385187144,46,3,3,0.6035427546701901,0
2970.992339433535,110.9766654369394,0.08324890946445196,29,5,3,0.22669103706557026,1
2877.7851674755816,199.13649455013132,0.33947641239723036,39,30,0,0.6427719952483596,1
